speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L691247,Lago Lanalhue,2022-01-23 18:30,1.0,-37.9203678,-73.3110809,True,False,False,S101327479
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18980376,"Melipeuco, Araucanía, CL (-38,972, -71,606)",2022-01-23 12:26,2.0,-38.9722306,-71.605716,True,False,True,S109704975
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6511037,SN Humedal Angachilla--Puente Angachilla,2022-01-24 19:56,1.0,-39.8665336,-73.2387257,True,False,False,S101387457
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17560550,"Vía sin nombre, Cochrane, Aysén, CL (-47,129, -72,505)",2022-01-25 21:29,3.0,-47.1293763,-72.5048333,True,False,True,S101910348
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3226509,PN Pali Aike,2022-01-25 09:52,1.0,-52.124923,-69.7727967,True,False,False,S101463965
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6517732,"Huitag, Lago Calafquén",2022-01-26 20:35,2.0,-39.5169318,-72.2751638,True,False,True,S101509462
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2022-01-27 19:50,1.0,-39.7884884,-73.2486405,True,False,False,S101556068
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-01-28 19:48,2.0,-39.278091,-72.2206329,True,False,False,S101609822
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4434524,Humedal Los Lotos--Cabo Blanco,2022-01-29 21:10,1.0,-39.7986542,-73.2515045,True,False,False,S101682516
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17594676,"Vía sin nombre, Guallelmapu, Araucanía, CL (-38.69, -71.255)",2022-01-29 20:00,3.0,-38.6897899,-71.2552827,True,False,True,S101713287
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-01-30 19:30,6.0,-39.7948417,-73.2527175,True,False,False,S101753865
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L6704344,Sierra Baguales--Las cumbres,2022-01-30 17:13,1.0,-50.7354663,-72.4128278,True,False,False,S101759735
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2022-01-31 19:30,2.0,-41.2502783,-73.0088922,True,False,False,S101806851
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17626799,Laguna Lafit,2022-01-31 06:55,2.0,-39.8903841,-71.6216071,True,False,False,S101913050
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L673642,Río Elqui--Desembocadura,2022-02-01 20:28,3.0,-29.8933968,-71.2727094,True,False,False,S101872143
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L11127814,PN Torres del Paine--Campamento Los Perros,2022-02-01 11:50,1.0,-50.932381,-73.134473,True,False,False,S110906342
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17372648,katriko,2022-02-02 20:00,1.0,-39.8362656,-73.228241,True,False,True,S101925404
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L12702130,Café de Thomas,2022-02-02 09:35,7.0,-41.0624721,-72.4859698,True,False,False,S101897869
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2022-02-03 21:00,1.0,-36.7294982,-73.0922676,True,False,False,S101975762
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17644327,"España, Valdivia, Los Ríos, CL (-39,797, -73,249)",2022-02-04 20:37,3.0,-39.7966264,-73.2485711,True,False,True,S102033043
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-05 18:45,6.0,-39.7948417,-73.2527175,True,False,False,S102095025
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17665111,"Parque Nacional Puyehue - Sendero Interior, Puyehue CL-Los Lagos",2022-02-05 16:42,3.0,-40.789584,-72.187748,True,False,True,S102126338
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17672529,Estero Quilque,2022-02-06 19:00,1.0,-37.4722234,-72.3835593,True,False,True,S102198735
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2022-02-07 19:25,4.0,-39.7884884,-73.2486405,True,False,False,S102243620
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030742,PN Torres del Paine--Laguna Los Juncos,2022-02-08 17:13,2.0,-51.0273604,-72.7756906,True,False,False,S102354560
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10531433,Caminata sendero Grey,2022-02-08 10:49,4.0,-51.122099,-73.124555,True,False,True,S102354407
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6338339,Lagunas de Valle Volcanes,2022-02-09 19:21,2.0,-41.463447,-72.8923,True,False,False,S102351631
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4354393,PN Puyehue--camino entre Antillanca y el mirador,2022-02-09 10:24,1.0,-40.7724656,-72.1979387,True,False,False,S102331445
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17704507,"4851319, Temuco CL-La Araucanía (-38.7582,-72.7882)",2022-02-10 19:52,1.0,-38.758235,-72.788226,True,False,True,S102408291
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17711600,"6300078, Timaukel CL-Magallanes y de la Antártica Chilena -54.43149, -68.71885",2022-02-10 17:59,4.0,-54.431493,-68.718846,True,False,True,S102448417
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13502436,Puerto Varas--Humedal Industrial,2022-02-11 19:42,2.0,-41.370984,-72.983069,True,False,False,S102455784
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3235679,MN Cueva del Milodón,2022-02-11 17:51,1.0,-51.5709587,-72.6113892,True,False,False,S102598175
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-12 19:00,4.0,-39.7948417,-73.2527175,True,False,False,S102521504
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17727550,"Parque Nacional Puyehue, Puyehue CL-Los Lagos -40.79183, -72.18487",2022-02-12 13:42,3.0,-40.791833,-72.184873,True,False,True,S102532839
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-13 20:00,2.0,-39.7948417,-73.2527175,True,False,False,S102601136
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L19199732,Laguna Loteo Tacamo Alto,2022-02-14 20:59,5.0,-40.6628261,-72.9669954,True,False,True,S110896830
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17749748,"Pucón, Araucanía, CL (-39.387, -71.951)",2022-02-14 18:32,2.0,-39.3871775,-71.9507638,True,False,True,S102661525
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17401377,Isla Teja--Humedal Sur,2022-02-15 19:00,1.0,-39.8202614,-73.2580601,True,False,False,S102705232
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L6704344,Sierra Baguales--Las cumbres,2022-02-15 11:21,1.0,-50.7354663,-72.4128278,True,False,False,S102691060
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L14127892,"Puerto Montt, Los Lagos, CL (-41.462, -72.89)",2022-02-16 20:30,1.0,-41.4624067,-72.8903081,True,False,True,S102762832
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2467780,PN Torres del Paine--Laguna Paso de la Muerte,2022-02-16 12:16,4.0,-51.0480853,-72.9240704,True,False,False,S103008928
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6338339,Lagunas de Valle Volcanes,2022-02-17 19:59,3.0,-41.463447,-72.8923,True,False,False,S102815798
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10303385,Volcán Mocho Choshuenco--Centro de esquí aventura,2022-02-17 18:30,5.0,-39.910854,-71.981499,True,False,False,S103065834
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2022-02-18 19:04,2.0,-41.262477,-73.0065,True,False,False,S102937691
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17792884,"Parque Nacional Torres del Paine, Torres del Paine CL-Magallanes and Antartica Chilena (-51.1153,-73.1159)",2022-02-18 09:46,2.0,-51.115267,-73.115917,True,False,True,S102911054
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030749,PN Torres del Paine--Río Serrano,2022-02-19 20:29,1.0,-51.2324726,-72.9907608,True,False,False,S103337839
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8148820,PN Alberto de Agostini--Bahía Ainsworth,2022-02-19 17:30,3.0,-54.4082844,-69.6233792,True,False,False,S104575135
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L673642,Río Elqui--Desembocadura,2022-02-20 18:54,,-29.8933968,-71.2727094,True,False,False,S103489247
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L10531433,Caminata sendero Grey,2022-02-20 08:52,3.0,-51.122099,-73.124555,True,False,True,S103891728
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2022-02-21 14:52,4.0,-41.262477,-73.0065,True,False,False,S103398209
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L11293521,Fundo Cuel,2022-02-22 17:30,1.0,-37.5123523,-72.4664811,True,False,True,S103525986
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-23 17:50,8.0,-39.7948417,-73.2527175,True,False,False,S103588691
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2410267,PN Pali Aie,2022-02-23 09:50,1.0,-52.1661027,-69.8131448,True,False,True,S103592577
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-02-24 18:51,1.0,-39.278091,-72.2206329,True,False,False,S103657591
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3340330,RN Cerro Castillo--Sector Laguna,2022-02-24 09:00,1.0,-46.0792482,-72.1877289,True,False,False,S147302756
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-25 12:30,4.0,-39.7948417,-73.2527175,True,False,False,S103686142
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L504548,Estero Mantagua,2022-02-26 14:00,1.0,-32.8844165,-71.5067482,True,False,False,S103783126
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13069589,Cabo Blanco,2022-02-27 20:24,3.0,-39.797137,-73.249302,True,False,True,S103866885
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2134889,"PN Conguillío--Captrén, escorial",2022-02-27 19:15,1.0,-38.646372,-71.7263031,True,False,False,S103931902
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-02-28 19:40,6.0,-39.7948417,-73.2527175,True,False,False,S103932410
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2134889,"PN Conguillío--Captrén, escorial",2022-02-28 15:48,2.0,-38.646372,-71.7263031,True,False,False,S103932305
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4947887,"CL-Coquimbo-La Serena-1700000 - -29,8945x-71,2711",2022-03-01 17:17,6.0,-29.894467,-71.271059,True,False,True,S103989037
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8148820,PN Alberto de Agostini--Bahía Ainsworth,2022-03-01 16:36,6.0,-54.4082844,-69.6233792,True,False,False,S104198669
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17401377,Isla Teja--Humedal Sur,2022-03-02 19:35,1.0,-39.8202614,-73.2580601,True,False,False,S104053113
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L673642,Río Elqui--Desembocadura,2022-03-03 18:10,1.0,-29.8933968,-71.2727094,True,False,False,S104111013
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L12409106,"Camino Nehuentue, Saavedra, Araucanía, CL (-38,779, -73,405)",2022-03-04 19:43,2.0,-38.7788259,-73.4046663,True,False,True,S104172021
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13069589,Cabo Blanco,2022-03-05 19:18,1.0,-39.797137,-73.249302,True,False,True,S104251210
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8148820,PN Alberto de Agostini--Bahía Ainsworth,2022-03-06 16:22,2.0,-54.4082844,-69.6233792,True,False,False,S104525380
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L6810901,PN Patagonia--Laguna Flamencos,2022-03-06 15:46,2.0,-47.0887671,-72.4002886,True,False,False,S104417823
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4816502,PN Patagonia--Valle Chacabuco,2022-03-07 10:24,1.0,-47.1173873,-72.4862856,True,False,False,S104675855
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8148820,PN Alberto de Agostini--Bahía Ainsworth,2022-03-08 14:10,6.0,-54.4082844,-69.6233792,True,False,False,S104447116
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L12667549,Reñihué,2022-03-09 14:57,4.0,-42.5764393,-72.5102222,True,False,False,S104499668
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L691235,Estero Nilahue--Salinas de Cáhuil,2022-03-09 10:19,2.0,-34.5060615,-71.9860268,True,False,False,S104551767
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L7074137,Parque Karukinka--Cuesta hacia Lago Cami,2022-03-10 18:07,4.0,-54.4329225,-68.7167956,True,False,False,S104614866
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L2386091,Río Cutipai,2022-03-10 17:38,1.0,-39.8330592,-73.3406925,True,False,False,S104577879
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L504548,Estero Mantagua,2022-03-11 10:14,1.0,-32.8844165,-71.5067482,True,False,False,S105409173
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4214544,Chaihuín,2022-03-12 18:21,2.0,-39.9500166,-73.5776281,True,False,False,S104700740
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L504548,Estero Mantagua,2022-03-13 14:06,1.0,-32.8844165,-71.5067482,True,False,False,S104758206
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L13464788,Humedal Chacayal,2022-03-14 19:22,1.0,-38.0402322,-72.9908279,True,False,False,S104850261
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L19977821,Parque Glaciar Exploradores,2022-03-14 10:00,1.0,-46.4985827,-73.1554744,True,False,True,S114394994
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L15657575,Laguna Santa Delia,2022-03-15 18:45,1.0,-40.6409646,-73.0090505,True,False,False,S104912427
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18130137,"Parque Nacional Torres del Paine, Torres del Paine CL-Magallanes and Antartica Chilena -50.97347, -72.89287",2022-03-15 08:59,1.0,-50.973468,-72.892868,True,False,True,S104897052
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18007129,Kalv Glacier in the Pia Fiord,2022-03-17 16:00,6.0,-54.771834,-69.599111,True,False,True,S105955473
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3300515,Lago General Carrera--Puerto Ibáñez,2022-03-17 13:23,1.0,-46.2953427,-71.9294965,True,False,False,S105006919
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-03-18 17:35,3.0,-39.7948417,-73.2527175,True,False,False,S105090237
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18181568,"Sendero refugio La Picada, Los Lagos, CL (-41.068, -72.484)",2022-03-18 17:20,1.0,-41.0682557,-72.4836325,True,False,True,S105188265
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-03-19 18:10,4.0,-39.7948417,-73.2527175,True,False,False,S105170374
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L4354389,PN Puyehue--Cráter Raihuén,2022-03-20 16:36,5.0,-40.7805617,-72.1877436,True,False,False,S105266228
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L673642,Río Elqui--Desembocadura,2022-03-20 13:17,2.0,-29.8933968,-71.2727094,True,False,False,S105437441
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L18203001,"Llanquihue, Los Lagos, CL (-41,262, -73,004)",2022-03-21 13:36,2.0,-41.2615688,-73.003908,True,False,True,S105308610
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-03-22 17:30,1.0,-39.7948417,-73.2527175,True,False,False,S105385892
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18228227,Antillanca,2022-03-22 12:30,9.0,-40.7939315,-72.1907207,True,False,True,S105458994
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L976634,Cabo Blanco,2022-03-23 19:25,2.0,-39.7884884,-73.2486405,True,False,False,S105451908
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L5590043,Isla Hornos--Monumento Cabo de Hornos,2022-03-23 07:13,1.0,-55.9647678,-67.2250414,True,False,False,S105953458
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3040683,Humedal Urbano Paicaví,2022-03-24 17:52,1.0,-36.804835,-73.0661631,True,False,False,S105515017
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L774720,Petrohué,2022-03-24 14:31,4.0,-41.1360032,-72.4002457,True,False,False,S105508944
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-03-25 17:20,1.0,-39.7948417,-73.2527175,True,False,False,S105561852
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2022-03-26 17:35,1.0,-41.262477,-73.0065,True,False,False,S105706545
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18313619,Ainsworth Bay Morraine,2022-03-26 16:05,1.0,-54.415635,-69.58356,True,False,True,S105941900
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4219678,"Condominio Las Bahías, Puerto Varas",2022-03-27 19:14,2.0,-41.3415896,-72.9423308,True,False,True,S105731669
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L11393110,Malalcahuello--Cruce La Paloma,2022-03-27 18:00,2.0,-38.4783945,-71.5366438,True,False,False,S105735096
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18289828,Sendero Los Fosiles,2022-03-28 11:34,1.0,-46.788516,-72.587708,True,False,True,S105797176
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L10087135,FRENTE A LAGUNA DEL MAR,2022-03-28 08:37,1.0,-29.9019969,-71.2735252,True,False,True,S105775714
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L11927980,Puerto Guadal,2022-03-29 09:33,1.0,-46.8441121,-72.7034033,True,False,False,S105825504
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L3016701,Llanquihue--Humedal Las Ranas,2022-03-30 13:48,1.0,-41.262477,-73.0065,True,False,False,S105899148
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L8038411,Punta Boquerón,2022-03-30 10:10,80.0,-53.4676014,-70.2222206,True,True,False,S105928254
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L4219678,"Condominio Las Bahías, Puerto Varas",2022-03-31 11:29,3.0,-41.3415896,-72.9423308,True,False,True,S105947108
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-04-01 17:40,3.0,-39.7948417,-73.2527175,True,False,False,S106034617
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L17028419,Sector costero (Cabo Espíritu Santo),2022-04-01 14:30,4.0,-52.6356298,-68.6456862,True,False,True,S106876184
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L2932095,Caleta Coloso,2022-04-02 18:21,1.0,-23.7603914,-70.4613948,True,False,False,S106130028
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L18366276,"Valle el Cardonal, Puerto Montt, Los Lagos, CL (-41,442, -72,997)",2022-04-03 18:27,1.0,-41.4424702,-72.99739,True,False,True,S106233071
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L18364782,Lago Porteño,2022-04-03 11:49,2.0,-51.3749924,-72.7532453,True,False,True,S106223530
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L17704885,Manzanar,2022-04-04 17:50,1.0,-38.4597535,-71.7069225,True,False,True,S106311319
